t,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,ddq_0,ddq_1,ddq_2,ddq_3,ddq_4,ddq_5,ddq_6
2.500000000000000000e-01,-3.665599458052421801e-03,2.635760110051729027e-03,-2.361843095467412376e-03,-1.526858147174012137e+00,9.600030704022432973e-05,1.866081583511610464e+00,-8.699039190612489758e-04,-4.481615091503874521e-02,3.215435692520558775e-02,-2.718477402773114213e-02,3.380511670117555736e-03,1.366642194073254589e-03,-1.679745708982295638e-02,-1.056906433877356083e-02,-3.671835005721456602e-01,2.624269530696904384e-01,-1.967820776656066806e-01,2.491880666572355435e-02,1.473364305669820282e-02,-1.289705066956435831e-01,-8.597519457415633837e-02
2.600000000000000089e-01,-4.132366078756825878e-03,2.970599088818757887e-03,-2.643611826640113269e-03,-1.526823084413264864e+00,1.104221561218393546e-04,1.865907091724874567e+00,-9.799511842107908911e-04,-4.856170463326371645e-02,3.483079852292238210e-02,-2.917704059429621424e-02,3.633199332077373996e-03,1.519623341804670832e-03,-1.810771270412429162e-02,-1.144616678223806666e-02,-3.819020468859726236e-01,2.728425638168446854e-01,-2.016230313717489453e-01,2.561411212039532009e-02,1.587108505627750007e-02,-1.330578832167017000e-01,-8.944200672160748655e-02
2.700000000000000178e-01,-4.637321569951326390e-03,3.332721332419329770e-03,-2.945540431397033077e-03,-1.526785460473504275e+00,1.264315411173849322e-04,1.865719295309158143e+00,-1.098942475049922247e-03,-5.245365818076314079e-02,3.761081158775742700e-02,-3.121626285193133607e-02,3.892701034428850543e-03,1.684234854158286367e-03,-1.945815102713270572e-02,-1.235783448094107326e-02,-3.964604960741373030e-01,2.831391937184455365e-01,-2.061724548731026230e-01,2.628155501314175316e-02,1.705981212661330723e-02,-1.370061473225252791e-01,-9.288782166014833419e-02
2.800000000000000266e-01,-5.181921628616649109e-03,3.723156401630043494e-03,-3.268083815387763571e-03,-1.526745208613319527e+00,1.441473392120161835e-04,1.865517799482388606e+00,-1.227222351935212995e-03,-5.649032170861657820e-02,4.049314489879783652e-02,-3.329950320849930923e-02,4.158736403045888881e-03,1.860992334446300196e-03,-2.084735418868036150e-02,-1.330384476840137942e-02,-4.108410965137860305e-01,2.933045777806235765e-01,-2.104259442815867021e-01,2.692078998899820677e-02,1.830036155296102876e-02,-1.408099787385396762e-01,-9.631010301947559582e-02
2.899999999999999800e-01,-5.767604168131460103e-03,4.142920733570731526e-03,-3.611667293573602323e-03,-1.526702264911872664e+00,1.636936091573545698e-04,1.865302223904293122e+00,-1.365133021998613146e-03,-6.066982859977318454e-02,4.347642513099547051e-02,-3.542378166266555578e-02,4.431021740850710038e-03,2.050416358823251711e-03,-2.227385199293367701e-02,-1.428394969277938659e-02,-4.250262492763868805e-01,3.033265622538270923e-01,-2.143794222135317895e-01,2.753149783240858156e-02,1.959319032756862838e-02,-1.444642335219271656e-01,-9.970633040774493083e-02
2.999999999999999889e-01,-6.395787558532111186e-03,4.593016426432965441e-03,-3.976686182516186302e-03,-1.526656568300821304e+00,1.851996369565046168e-04,1.865072203190746958e+00,-1.513014087123450624e-03,-6.499013708795696453e-02,4.655915802991770353e-02,-3.758607908540771703e-02,4.709270289764015509e-03,2.253031664780418171e-03,-2.373612370884685061e-02,-1.529787618591799646e-02,-4.389985264916399510e-01,3.131931170738261883e-01,-2.180291410260449536e-01,2.811338557460246745e-02,2.093867344999748165e-02,-1.479639494549706003e-01,-1.030740012598064803e-01
3.099999999999999978e-01,-7.067868883877451852e-03,5.074430036576519157e-03,-4.363505425637315485e-03,-1.526608060593612759e+00,2.087999733507059884e-04,1.864827387409953241e+00,-1.671202293703295729e-03,-6.944903205932508039e-02,4.973972971027272594e-02,-3.978334053218495620e-02,4.993192493613849044e-03,2.469366323110233196e-03,-2.523259991352568357e-02,-1.634532625077185150e-02,-4.527406895310365775e-01,3.228923481735785916e-01,-2.213716857124179149e-01,2.866618657796353095e-02,2.233710232120630565e-02,-1.513043512329889373e-01,-1.064106326663410568e-01
3.200000000000000067e-01,-7.785222218535663152e-03,5.588131389223878476e-03,-4.772459251739545605e-03,-1.526556686512148930e+00,2.346344629467572674e-04,1.864567442559931232e+00,-1.840031284365981719e-03,-7.404412703498287895e-02,5.301640807685666090e-02,-4.201247858234836985e-02,5.282496261773106036e-03,2.699950894290380037e-03,-2.676166438642249221e-02,-1.742597716702629779e-02,-4.662357069927302033e-01,3.324125096536831858e-01,-2.244039764543848126e-01,2.918966059739058413e-02,2.378868323377684654e-02,-1.544808554417141933e-01,-1.097137631824494225e-01
3.300000000000000155e-01,-8.549196924192217772e-03,6.135072403970433588e-03,-5.203850867042785107e-03,-1.526502393710809757e+00,2.628482648345791678e-04,1.864292051026818386e+00,-2.019831351844130363e-03,-7.877286633227931212e-02,5.638734436644727427e-02,-4.427037670234963695e-02,5.576887233295718671e-03,2.945317570260115418e-03,-2.832165605223123037e-02,-1.853948171469350231e-02,-4.794667724695784172e-01,3.417420157992833163e-01,-2.271232708293809965e-01,2.968359381867222493e-02,2.529353596055840953e-02,-1.574890753191775794e-01,-1.129809546142658688e-01
3.400000000000000244e-01,-9.361115969355227745e-03,6.716185936311951099e-03,-5.657952180957504136e-03,-1.526445132797834559e+00,2.935918645535277828e-04,1.864000912023508372e+00,-2.210929195170355070e-03,-8.363252740262330787e-02,5.985057480904949767e-02,-4.655389262929121585e-02,5.876069041321809079e-03,3.205999302584664964e-03,-2.991087097030435682e-02,-1.968546841545911613e-02,-4.924173220824504260e-01,3.508694529314525523e-01,-2.295271656713054886e-01,3.014779887391656060e-02,2.685169244390584603e-02,-1.603248252974078525e-01,-1.162097937821934129e-01
