t,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,ddq_0,ddq_1,ddq_2,ddq_3,ddq_4,ddq_5,ddq_6
3.800000000000000044e-01,-3.899987629487385032e-02,-6.659584323904214898e-02,-1.487714104775928262e-02,-4.998775393759806729e-01,1.384740056364838420e-02,8.388696830108122171e-02,2.592930811681700819e-03,-3.313747463468275090e-02,4.079585938964924025e-02,2.503804515185585958e-02,-4.536272744459123041e-02,3.895656260454219422e-02,8.804937289498371289e-02,1.349404298400583117e-02,-5.776805479077680439e-02,3.137154368326598441e-01,7.972561939158315236e-02,-2.968883352199165326e-01,9.070717047680543210e-02,6.339544393111572473e-01,7.267768876067753903e-02
3.900000000000000133e-01,-3.933404754292305766e-02,-6.617199287812343400e-02,-1.462276184889321762e-02,-5.003461841842107294e-01,1.424140239860518034e-02,8.479956878370331630e-02,2.731539391687774938e-03,-3.368745292672857550e-02,4.399482070102105069e-02,2.583900971950784872e-02,-4.838359182304544093e-02,3.983373658245539795e-02,9.451170539416164917e-02,1.423107340750945533e-02,-5.217486609700069944e-02,3.260799460325265464e-01,8.045468208741624050e-02,-3.073027167536470095e-01,8.466659057730549498e-02,6.585430266295956292e-01,7.471783977974041924e-02
4.000000000000000222e-01,-3.967343365117562831e-02,-6.571553442538888290e-02,-1.436033781139164564e-02,-5.008455601249306444e-01,1.464386786700700924e-02,8.577802499917641654e-02,2.877619207123143820e-03,-3.417992141300100345e-02,4.731749719173816704e-02,2.664688696817170410e-02,-5.150912609912206008e-02,4.064868419263178989e-02,1.012208054912387828e-01,1.498818036271888990e-02,-4.626652566835319502e-02,3.384561174925397320e-01,8.110819947362631066e-02,-3.178203902092505695e-01,7.826295661607049481e-02,6.833032261681080133e-01,7.669216728627131774e-02
4.100000000000000311e-01,-4.001744380860854794e-02,-6.522523038170890963e-02,-1.408980358103350400e-02,-5.013767188687836551e-01,1.505415666005723713e-02,8.682481272998820998e-02,3.031367649548124578e-03,-3.461174210440062793e-02,5.076393472647435651e-02,2.746092287645503574e-02,-5.474030526600812130e-02,4.139780733078145258e-02,1.081782469966179189e-01,1.576468086053864348e-02,-4.004579586044001993e-02,3.508297899233839279e-01,8.168646937578030731e-02,-3.284297517698697155e-01,7.150282022668691395e-02,7.082065434794165837e-01,7.859572872880143946e-02
4.199999999999999845e-01,-4.036545596809310021e-02,-6.469984349828442061e-02,-1.381110132777774689e-02,-5.019407212543394170e-01,1.547159282190880940e-02,8.794242206891711433e-02,3.192975034352822910e-03,-3.497980633526979327e-02,5.433403728899598856e-02,2.828036674340848530e-02,-5.807798773981796836e-02,4.207757532957350638e-02,1.153853178598561041e-01,1.655984274326015998e-02,-3.351577886625736746e-02,3.631867507445887266e-01,8.218985781943424773e-02,-3.391190917823948547e-01,6.439311611323375595e-02,7.332243054730432918e-01,8.042363389734370760e-02
4.299999999999999933e-01,-4.071681715660567524e-02,-6.413813819778889369e-02,-1.352418070917293935e-02,-5.025386361172305971e-01,1.589546544308055934e-02,8.913335455195103840e-02,3.362624111784052322e-03,-3.528103815701975898e-02,5.802756653868584857e-02,2.910447186331086358e-02,-6.152291435973469141e-02,4.268452875710999905e-02,1.228430185224443499e-01,1.737288523674329968e-02,-2.667991571144037732e-02,3.755127499795645196e-01,8.261879757821199988e-02,-3.498766064745056359e-01,5.694115554361248166e-02,7.583276882837370891e-01,8.217105066972785199e-02
4.400000000000000022e-01,-4.107084381931908057e-02,-6.353888199925002145e-02,-1.322899882709242456e-02,-5.031715391098701140e-01,1.632502939152652086e-02,9.040012027613730794e-02,3.540489583780590671e-03,-3.551239772004884804e-02,6.184414150622991047e-02,2.993249618566923981e-02,-6.507570750578828278e-02,4.321528314853209651e-02,1.305520605500074260e-01,1.820297955984081367e-02,-1.954198491723103948e-02,3.877935141906189154e-01,8.297378666907091749e-02,-3.606904097629640704e-01,4.915461948394392322e-02,7.834877452824874355e-01,8.383321071281443770e-02
4.500000000000000111e-01,-4.142682219744104472e-02,-6.290084694527701970e-02,-1.292552017794556911e-02,-5.038405115129440670e-01,1.675950608067262523e-02,9.174523500515463503e-02,3.726737627186916049e-03,-3.567088464062943137e-02,6.578323842879713057e-02,3.076370295991645923e-02,-6.873687033512465572e-02,4.366653266720343235e-02,1.385128655452156632e-01,1.904924959058452993e-02,-1.210610083137415860e-02,4.000147604405027146e-01,8.325538679682255305e-02,-3.715485451414954343e-01,4.104155138055259888e-02,8.086754352034291049e-01,8.540541513272464913e-02
4.600000000000000200e-01,-4.178400873963202672e-02,-6.222281103023780124e-02,-1.261371659652067538e-02,-5.045466390398611889e-01,1.719808427369819842e-02,9.317121726541799376e-02,3.921525423910599689e-03,-3.575354134944575685e-02,6.984419072491193647e-02,3.159736136430846276e-02,-7.250678613750206891e-02,4.403505369197900643e-02,1.467255643424327238e-01,1.991077258859503402e-02,-4.376711627471066568e-03,4.121622102670081667e-01,8.346422175001251553e-02,-3.824389976365122901e-01,3.261034959639000363e-02,8.338616503598410556e-01,8.688304006826517989e-02
4.700000000000000289e-01,-4.214163054680328951e-02,-6.150355962798903509e-02,-1.229356719361986670e-02,-5.052910106353534214e-01,1.763992092330635142e-02,9.468058543555013529e-02,4.125000698582065653e-03,-3.575745641847106332e-02,7.402618910908125016e-02,3.243274711854667036e-02,-7.638571781063531463e-02,4.431770832714075625e-02,1.551899964848584001e-01,2.078657997311700659e-02,3.641403026349826488e-03,4.242216036571336835e-01,8.360097575029902528e-02,-3.933497058188766271e-01,2.386975950907946342e-02,8.590172449223538731e-01,8.826154222177699793e-02
